Chemical_Composition,Casting_Temp_C,Cooling_Water_Temp_C,Cooling_Water_Pressure_bar,Casting_Speed_m_min,Cast_Bar_Entry_Temp_C,Emulsion_Temp_C,Emulsion_Pressure_bar,Emulsion_Concentration_percent,Quench_Water_Pressure_bar,UTS_MPa,Elongation_percent,Conductivity_MS_m
96.49816047538945,689.2733435922389,12.036233274816432,7.701891067012933,17.104803284002216,551.6653321765085,36.46097803972035,3.0474139931529707,5.539064573213313,3.725093267748225,94.23259352422261,14.334980467182582,63.58392576162548
98.80285722563967,654.7075714288691,15.965669498081795,3.254736959256347,8.317927738248,593.7337225597144,49.68741486225632,3.170133419205261,5.54044367394157,1.3022859771933146,97.64240567892952,10.2393479103407,61.47525601996538
97.92797576724563,600.8063430138293,22.731433410454294,7.166810120781683,5.524116235240493,545.0941022168753,32.034588954239695,1.577422389787801,8.46190288025738,3.5056615198962096,99.96676836835057,4.716303881204418,57.64090254744094
97.39463393678815,684.1631588990881,18.71341843056205,1.4078619833105859,5.633561071245471,567.4488080853204,40.65708993117871,2.6024450137698585,9.457332218887188,2.654468684538609,94.09779769054549,13.213770402438696,62.959498620521984
95.62407456176975,734.4855616722896,14.411554367307476,8.227747225053294,18.049349294488312,518.8847906141632,47.914953095364524,2.8188445713986834,2.766191689925569,4.301624770018874,89.55633551875093,19.435925761039393,65.48645965166732
95.62397808134482,679.7575352944647,29.81594838302086,1.2260249073554998,18.19636621981266,597.6805431162232,31.208549185228243,2.8636377353603018,4.198897209403146,1.86348635809577,94.57733336254704,13.15408031461078,64.27365138033218
95.2323344486728,717.0731522824238,23.084476413298365,1.964736188795793,19.4211092074013,547.5843957358478,42.621959549289095,2.29409292644455,2.563419693047674,3.4791803777353936,90.55615180894694,17.555329051175523,66.53502405298094
98.46470458309975,624.2931463591842,26.40385029797808,1.2277553012679108,16.658708096026796,566.2803065581411,47.7136310501543,1.4950284426354763,4.245805986248234,4.966274472544529,95.4293638409595,8.401840016371,58.33898948862737
97.40446004697283,620.5946501780526,28.094744179404923,4.617469533395218,16.852047408357613,533.391187616719,33.0918453904378,4.670476098018302,6.404428605016123,1.5727582451585134,102.305688808371,4.432808401336217,59.83216104527648
97.83229031118418,734.091531350178,12.755703184824362,4.2334469440114715,14.897379505573388,572.7933170634461,39.144070878836814,4.624554183711259,6.4378961208836705,1.9466710280132857,93.22619553920595,16.829191668464574,66.79079714054912
